16.369106,25.057602,9.3956766
16.573299,26.018255,9.3442059
16.76857,25.954809,9.3442059
16.946381,25.85215,9.3442059
17.098961,25.714766,9.3442059
17.219645,25.548658,9.3442059
17.303154,25.361092,9.3442059
17.345842,25.160261,9.3442059
17.345842,24.954943,9.3442059
17.303154,24.75411,9.3442059
17.219645,24.566544,9.3442059
17.098961,24.400438,9.3442059
16.946381,24.263054,9.3442059
16.76857,24.160395,9.3442059
16.573299,24.096947,9.3442059
16.369106,24.075485,9.3442059
16.164913,24.096947,9.3442059
15.969645,24.160395,9.3442059
15.791834,24.263054,9.3442059
15.639253,24.400438,9.3442059
15.51857,24.566544,9.3442059
15.43506,24.75411,9.3442059
15.392371,24.954943,9.3442059
15.392371,25.160261,9.3442059
15.43506,25.361092,9.3442059
15.51857,25.548658,9.3442059
15.639253,25.714766,9.3442059
15.791834,25.85215,9.3442059
15.969645,25.954809,9.3442059
16.164913,26.018255,9.3442059
16.369106,26.039717,9.3442059
16.775257,26.968384,9.1903582
17.163654,26.842186,9.1903582
17.517328,26.637993,9.1903582
17.820818,26.364729,9.1903582
18.060862,26.034336,9.1903582
18.226969,25.661257,9.1903582
18.311876,25.261795,9.1903582
18.311876,24.853409,9.1903582
18.226969,24.453945,9.1903582
18.060862,24.080866,9.1903582
17.820818,23.750475,9.1903582
17.517328,23.477211,9.1903582
17.163654,23.273016,9.1903582
16.775257,23.146818,9.1903582
16.369106,23.10413,9.1903582
15.962957,23.146818,9.1903582
15.574558,23.273016,9.1903582
15.220885,23.477211,9.1903582
14.917395,23.750475,9.1903582
14.677351,24.080866,9.1903582
14.511246,24.453945,9.1903582
14.426337,24.853409,9.1903582
14.426337,25.261795,9.1903582
14.511246,25.661257,9.1903582
14.677351,26.034336,9.1903582
14.917395,26.364729,9.1903582
15.220885,26.637993,9.1903582
15.574558,26.842186,9.1903582
15.962957,26.968384,9.1903582
16.369106,27.011072,9.1903582
16.972763,27.897579,8.9358196
17.550035,27.710011,8.9358196
18.075697,27.406521,8.9358196
18.526772,27.000372,8.9358196
18.883545,26.509314,8.9358196
19.130426,25.954809,8.9358196
19.256626,25.361092,8.9358196
19.256626,24.75411,8.9358196
19.130426,24.160395,8.9358196
18.883545,23.60589,8.9358196
18.526772,23.114832,8.9358196
18.075697,22.708683,8.9358196
17.550035,22.405191,8.9358196
16.972763,22.217625,8.9358196
16.369106,22.154177,8.9358196
15.765451,22.217625,8.9358196
15.188178,22.405191,8.9358196
14.662518,22.708683,8.9358196
14.211443,23.114832,8.9358196
13.854669,23.60589,8.9358196
13.607787,24.160395,8.9358196
13.481588,24.75411,8.9358196
13.481588,25.361092,8.9358196
13.607787,25.954809,8.9358196
13.854669,26.509314,8.9358196
14.211443,27.000372,8.9358196
14.662518,27.406521,8.9358196
15.188178,27.710011,8.9358196
15.765451,27.897579,8.9358196
16.369106,27.961025,8.9358196
17.163654,28.795656,8.5833778
17.923477,28.548775,8.5833778
18.615368,28.149313,8.5833778
19.209084,27.614729,8.5833778
19.67868,26.968384,8.5833778
20.003632,26.238531,8.5833778
20.169739,25.457064,8.5833778
20.169739,24.658138,8.5833778
20.003632,23.876673,8.5833778
19.67868,23.146818,8.5833778
19.209084,22.500475,8.5833778
18.615368,21.965889,8.5833778
17.923477,21.566427,8.5833778
17.163654,21.319546,8.5833778
16.369106,21.236036,8.5833778
15.574558,21.319546,8.5833778
14.814736,21.566427,8.5833778
14.122847,21.965889,8.5833778
13.52913,22.500475,8.5833778
13.059534,23.146818,8.5833778
12.734582,23.876673,8.5833778
12.568476,24.658138,8.5833778
12.568476,25.457064,8.5833778
12.734582,26.238531,8.5833778
13.059534,26.968384,8.5833778
13.52913,27.614729,8.5833778
14.122847,28.149313,8.5833778
14.814736,28.548775,8.5833778
15.574558,28.795656,8.5833778
16.369106,28.879168,8.5833778
17.345842,29.652781,8.1368942
18.27989,29.349291,8.1368942
19.130426,28.858232,8.1368942
19.860281,28.201069,8.1368942
20.437553,27.406521,8.1368942
